index,pokedex_number,name,generation,status,fully_evolved,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_number,egg_type_1,egg_type_2
616,525,Boldore,5,Normal,0,Ore Pokémon,1,Rock,,0.9,102,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,Medium Slow,1,Mineral,
617,526,Gigalith,5,Normal,1,Compressed Pokémon,1,Rock,,1.7,260,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,Medium Slow,1,Mineral,
618,527,Woobat,5,Normal,0,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,Medium Fast,2,Field,Flying
619,528,Swoobat,5,Normal,1,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,Medium Fast,2,Field,Flying
620,529,Drilbur,5,Normal,0,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,Medium Fast,1,Field,
621,530,Excadrill,5,Normal,1,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,Medium Fast,1,Field,
622,531,Audino,5,Normal,1,Hearing Pokémon,1,Normal,,1.1,31,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,Fast,1,Fairy,
623,531,Mega Audino,5,Normal,1,Hearing Pokémon,2,Normal,Fairy,1.5,32,1,Healer,,,545,103,60,126,80,126,50,Fast,1,Fairy,
624,532,Timburr,5,Normal,0,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,Medium Slow,1,Human-Like,
625,533,Gurdurr,5,Normal,0,Muscular Pokémon,1,Fighting,,1.2,40,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,Medium Slow,1,Human-Like,
626,534,Conkeldurr,5,Normal,1,Muscular Pokémon,1,Fighting,,1.4,87,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,Medium Slow,1,Human-Like,
627,535,Tympole,5,Normal,0,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,Medium Slow,1,Water 1,
628,536,Palpitoad,5,Normal,0,Vibration Pokémon,2,Water,Ground,0.8,17,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,Medium Slow,1,Water 1,
629,537,Seismitoad,5,Normal,1,Vibration Pokémon,2,Water,Ground,1.5,62,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,Medium Slow,1,Water 1,
630,538,Throh,5,Normal,1,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,Medium Fast,1,Human-Like,
631,539,Sawk,5,Normal,1,Karate Pokémon,1,Fighting,,1.4,51,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,Medium Fast,1,Human-Like,
632,540,Sewaddle,5,Normal,0,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,Medium Slow,1,Bug,
633,541,Swadloon,5,Normal,0,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,Medium Slow,1,Bug,
634,542,Leavanny,5,Normal,1,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,Medium Slow,1,Bug,
635,543,Venipede,5,Normal,0,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,Medium Slow,1,Bug,
636,544,Whirlipede,5,Normal,0,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,Medium Slow,1,Bug,
637,545,Scolipede,5,Normal,1,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,Medium Slow,1,Bug,
638,546,Cottonee,5,Normal,0,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,Medium Fast,2,Fairy,Grass
639,547,Whimsicott,5,Normal,1,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,Medium Fast,2,Fairy,Grass
640,548,Petilil,5,Normal,0,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,Medium Fast,1,Grass,
641,549,Lilligant,5,Normal,1,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,Medium Fast,1,Grass,
642,550,Basculin Red-Striped Form,5,Normal,0,Hostile Pokémon,1,Water,,1,18,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,Medium Fast,1,Water 2,
643,550,Basculin Blue-Striped Form,5,Normal,0,Hostile Pokémon,1,Water,,1,18,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,Medium Fast,1,Water 2,
644,551,Sandile,5,Normal,0,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,Medium Slow,1,Field,
645,552,Krokorok,5,Normal,0,Desert Croc Pokémon,2,Ground,Dark,1,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,Medium Slow,1,Field,
646,553,Krookodile,5,Normal,1,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,Medium Slow,1,Field,
647,554,Darumaka,5,Normal,0,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,Medium Slow,1,Field,
648,554,Galarian Darumaka,5,Normal,0,Zen Charm Pokémon,1,Ice,,0.7,40,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,Medium Slow,1,Field,
649,555,Darmanitan Standard Mode,5,Normal,1,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,Medium Slow,1,Field,
650,555,Darmanitan Zen Mode,5,Normal,1,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,140,105,55,Medium Slow,1,Field,
651,555,Darmanitan Galarian Standard Mode,5,Normal,1,Zen Charm Pokémon,1,Ice,,1.7,120,2,Gorilla Tactics,,Zen Mode,480,105,140,55,30,55,95,Medium Slow,1,Field,
652,555,Darmanitan Galarian Zen Mode,5,Normal,1,Zen Charm Pokémon,2,Ice,Fire,1.7,120,2,Gorilla Tactics,,Zen Mode,540,105,160,55,30,55,135,,0,,
653,556,Maractus,5,Normal,1,Cactus Pokémon,1,Grass,,1,28,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,Medium Fast,1,Grass,
654,557,Dwebble,5,Normal,0,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,Medium Fast,2,Bug,Mineral
655,558,Crustle,5,Normal,1,Stone Home Pokémon,2,Bug,Rock,1.4,200,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,Medium Fast,2,Bug,Mineral
656,559,Scraggy,5,Normal,0,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,Medium Fast,2,Dragon,Field
657,560,Scrafty,5,Normal,1,Hoodlum Pokémon,2,Dark,Fighting,1.1,30,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,Medium Fast,2,Dragon,Field
658,561,Sigilyph,5,Normal,1,Avianoid Pokémon,2,Psychic,Flying,1.4,14,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,Medium Fast,1,Flying,
659,562,Yamask,5,Normal,0,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,Medium Fast,2,Amorphous,Mineral
660,562,Galarian Yamask,5,Normal,0,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303,38,55,85,30,65,30,Medium Fast,2,Amorphous,Mineral
661,563,Cofagrigus,5,Normal,1,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,Medium Fast,2,Amorphous,Mineral
662,564,Tirtouga,5,Normal,0,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,Medium Fast,2,Water 1,Water 3
663,565,Carracosta,5,Normal,1,Prototurtle Pokémon,2,Water,Rock,1.2,81,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,Medium Fast,2,Water 1,Water 3
664,566,Archen,5,Normal,0,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,Medium Fast,2,Flying,Water 3
665,567,Archeops,5,Normal,1,First Bird Pokémon,2,Rock,Flying,1.4,32,1,Defeatist,,,567,75,140,65,112,65,110,Medium Fast,2,Flying,Water 3
666,568,Trubbish,5,Normal,0,Trash Bag Pokémon,1,Poison,,0.6,31,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,Medium Fast,1,Mineral,
667,569,Garbodor,5,Normal,1,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,Medium Fast,1,Mineral,
668,570,Zorua,5,Normal,0,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,Medium Slow,1,Field,
669,571,Zoroark,5,Normal,1,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,Medium Slow,1,Field,
670,572,Minccino,5,Normal,0,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,Fast,1,Field,
671,573,Cinccino,5,Normal,1,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,Fast,1,Field,
672,574,Gothita,5,Normal,0,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,Medium Slow,1,Human-Like,
673,575,Gothorita,5,Normal,0,Manipulate Pokémon,1,Psychic,,0.7,18,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,Medium Slow,1,Human-Like,
674,576,Gothitelle,5,Normal,1,Astral Body Pokémon,1,Psychic,,1.5,44,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,Medium Slow,1,Human-Like,
675,577,Solosis,5,Normal,0,Cell Pokémon,1,Psychic,,0.3,1,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,Medium Slow,1,Amorphous,
676,578,Duosion,5,Normal,0,Mitosis Pokémon,1,Psychic,,0.6,8,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,Medium Slow,1,Amorphous,
677,579,Reuniclus,5,Normal,1,Multiplying Pokémon,1,Psychic,,1,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,Medium Slow,1,Amorphous,
678,580,Ducklett,5,Normal,0,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,Medium Fast,2,Flying,Water 1
679,581,Swanna,5,Normal,1,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,Medium Fast,2,Flying,Water 1
680,582,Vanillite,5,Normal,0,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,Slow,1,Mineral,
681,583,Vanillish,5,Normal,0,Icy Snow Pokémon,1,Ice,,1.1,41,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,Slow,1,Mineral,
682,584,Vanilluxe,5,Normal,1,Snowstorm Pokémon,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,Slow,1,Mineral,
683,585,Deerling,5,Normal,0,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,Medium Fast,1,Field,
684,586,Sawsbuck,5,Normal,1,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,Medium Fast,1,Field,
685,587,Emolga,5,Normal,1,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5,2,Static,,Motor Drive,428,55,75,60,75,60,103,Medium Fast,1,Field,
686,588,Karrablast,5,Normal,0,Clamping Pokémon,1,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,Medium Fast,1,Bug,
687,589,Escavalier,5,Normal,1,Cavalry Pokémon,2,Bug,Steel,1,33,3,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,Medium Fast,1,Bug,
688,590,Foongus,5,Normal,0,Mushroom Pokémon,2,Grass,Poison,0.2,1,2,Effect Spore,,Regenerator,294,69,55,45,55,55,15,Medium Fast,1,Grass,
689,591,Amoonguss,5,Normal,1,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,464,114,85,70,85,80,30,Medium Fast,1,Grass,
690,592,Frillish,5,Normal,0,Floating Pokémon,2,Water,Ghost,1.2,33,3,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,Medium Fast,1,Amorphous,
691,593,Jellicent,5,Normal,1,Floating Pokémon,2,Water,Ghost,2.2,135,3,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,Medium Fast,1,Amorphous,
692,594,Alomomola,5,Normal,1,Caring Pokémon,1,Water,,1.2,31.6,3,Healer,Hydration,Regenerator,470,165,75,80,40,45,65,Fast,2,Water 1,Water 2
693,595,Joltik,5,Normal,0,Attaching Pokémon,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65,Medium Fast,1,Bug,
694,596,Galvantula,5,Normal,1,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108,Medium Fast,1,Bug,
695,597,Ferroseed,5,Normal,0,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,2,Iron Barbs,,Anticipation,305,44,50,91,24,86,10,Medium Fast,2,Grass,Mineral
696,598,Ferrothorn,5,Normal,1,Thorn Pod Pokémon,2,Grass,Steel,1,110,2,Iron Barbs,,Anticipation,489,74,94,131,54,116,20,Medium Fast,2,Grass,Mineral
697,599,Klink,5,Normal,0,Gear Pokémon,1,Steel,,0.3,21,3,Plus,Minus,Clear Body,300,40,55,70,45,60,30,Medium Slow,1,Mineral,
698,600,Klang,5,Normal,0,Gear Pokémon,1,Steel,,0.6,51,3,Plus,Minus,Clear Body,440,60,80,95,70,85,50,Medium Slow,1,Mineral,
699,601,Klinklang,5,Normal,1,Gear Pokémon,1,Steel,,0.6,81,3,Plus,Minus,Clear Body,520,60,100,115,70,85,90,Medium Slow,1,Mineral,
700,602,Tynamo,5,Normal,0,EleFish Pokémon,1,Electric,,0.2,0.3,1,Levitate,,,275,35,55,40,45,40,60,Slow,1,Amorphous,
701,603,Eelektrik,5,Normal,0,EleFish Pokémon,1,Electric,,1.2,22,1,Levitate,,,405,65,85,70,75,70,40,Slow,1,Amorphous,
702,604,Eelektross,5,Normal,1,EleFish Pokémon,1,Electric,,2.1,80.5,1,Levitate,,,515,85,115,80,105,80,50,Slow,1,Amorphous,
703,605,Elgyem,5,Normal,0,Cerebral Pokémon,1,Psychic,,0.5,9,3,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,Medium Fast,1,Human-Like,
704,606,Beheeyem,5,Normal,1,Cerebral Pokémon,1,Psychic,,1,34.5,3,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,Medium Fast,1,Human-Like,
705,607,Litwick,5,Normal,0,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,Medium Slow,1,Amorphous,
706,608,Lampent,5,Normal,0,Lamp Pokémon,2,Ghost,Fire,0.6,13,3,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,Medium Slow,1,Amorphous,
707,609,Chandelure,5,Normal,1,Luring Pokémon,2,Ghost,Fire,1,34.3,3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80,Medium Slow,1,Amorphous,
708,610,Axew,5,Normal,0,Tusk Pokémon,1,Dragon,,0.6,18,3,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57,Slow,2,Dragon,Monster
709,611,Fraxure,5,Normal,0,Axe Jaw Pokémon,1,Dragon,,1,36,3,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67,Slow,2,Dragon,Monster
710,612,Haxorus,5,Normal,1,Axe Jaw Pokémon,1,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97,Slow,2,Dragon,Monster
711,613,Cubchoo,5,Normal,0,Chill Pokémon,1,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40,Medium Fast,1,Field,
712,614,Beartic,5,Normal,1,Freezing Pokémon,1,Ice,,2.6,260,3,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,70,80,50,Medium Fast,1,Field,
713,615,Cryogonal,5,Normal,1,Crystallizing Pokémon,1,Ice,,1.1,148,1,Levitate,,,515,80,50,50,95,135,105,Medium Fast,1,Mineral,
714,616,Shelmet,5,Normal,0,Snail Pokémon,1,Bug,,0.4,7.7,3,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25,Medium Fast,1,Bug,
715,617,Accelgor,5,Normal,1,Shell Out Pokémon,1,Bug,,0.8,25.3,3,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145,Medium Fast,1,Bug,
716,618,Stunfisk,5,Normal,1,Trap Pokémon,2,Ground,Electric,0.7,11,3,Static,Limber,Sand Veil,471,109,66,84,81,99,32,Medium Fast,2,Amorphous,Water 1
717,618,Galarian Stunfisk,5,Normal,1,Trap Pokémon,2,Ground,Steel,0.7,20.5,1,Mimicry,,,471,109,81,99,66,84,32,Medium Fast,2,Amorphous,Water 1
718,619,Mienfoo,5,Normal,0,Martial Arts Pokémon,1,Fighting,,0.9,20,3,Inner Focus,Regenerator,Reckless,350,45,85,50,55,50,65,Medium Slow,2,Field,Human-Like
719,620,Mienshao,5,Normal,1,Martial Arts Pokémon,1,Fighting,,1.4,35.5,3,Inner Focus,Regenerator,Reckless,510,65,125,60,95,60,105,Medium Slow,2,Field,Human-Like
720,621,Druddigon,5,Normal,1,Cave Pokémon,1,Dragon,,1.6,139,3,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,60,90,48,Medium Fast,2,Dragon,Monster
721,622,Golett,5,Normal,0,Automaton Pokémon,2,Ground,Ghost,1,92,3,Iron Fist,Klutz,No Guard,303,59,74,50,35,50,35,Medium Fast,1,Mineral,
722,623,Golurk,5,Normal,1,Automaton Pokémon,2,Ground,Ghost,2.8,330,3,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55,Medium Fast,1,Mineral,
723,624,Pawniard,5,Normal,0,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60,Medium Fast,1,Human-Like,
724,625,Bisharp,5,Normal,0,Sword Blade Pokémon,2,Dark,Steel,1.6,70,3,Defiant,Inner Focus,Pressure,490,65,125,100,60,70,70,Medium Fast,1,Human-Like,
725,626,Bouffalant,5,Normal,1,Bash Buffalo Pokémon,1,Normal,,1.6,94.6,3,Reckless,Sap Sipper,Soundproof,490,95,110,95,40,95,55,Medium Fast,1,Field,
726,627,Rufflet,5,Normal,0,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,3,Keen Eye,Sheer Force,Hustle,350,70,83,50,37,50,60,Slow,1,Flying,
727,628,Braviary,5,Normal,1,Valiant Pokémon,2,Normal,Flying,1.5,41,3,Keen Eye,Sheer Force,Defiant,510,100,123,75,57,75,80,Slow,1,Flying,
728,629,Vullaby,5,Normal,0,Diapered Pokémon,2,Dark,Flying,0.5,9,3,Big Pecks,Overcoat,Weak Armor,370,70,55,75,45,65,60,Slow,1,Flying,
729,630,Mandibuzz,5,Normal,1,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,3,Big Pecks,Overcoat,Weak Armor,510,110,65,105,55,95,80,Slow,1,Flying,
730,631,Heatmor,5,Normal,1,Anteater Pokémon,1,Fire,,1.4,58,3,Gluttony,Flash Fire,White Smoke,484,85,97,66,105,66,65,Medium Fast,1,Field,
731,632,Durant,5,Normal,1,Iron Ant Pokémon,2,Bug,Steel,0.3,33,3,Swarm,Hustle,Truant,484,58,109,112,48,48,109,Medium Fast,1,Bug,
732,633,Deino,5,Normal,0,Irate Pokémon,2,Dark,Dragon,0.8,17.3,1,Hustle,,,300,52,65,50,45,50,38,Slow,1,Dragon,
733,634,Zweilous,5,Normal,0,Hostile Pokémon,2,Dark,Dragon,1.4,50,1,Hustle,,,420,72,85,70,65,70,58,Slow,1,Dragon,
734,635,Hydreigon,5,Normal,1,Brutal Pokémon,2,Dark,Dragon,1.8,160,1,Levitate,,,600,92,105,90,125,90,98,Slow,1,Dragon,
735,636,Larvesta,5,Normal,0,Torch Pokémon,2,Bug,Fire,1.1,28.8,2,Flame Body,,Swarm,360,55,85,55,50,55,60,Slow,1,Bug,
736,637,Volcarona,5,Normal,1,Sun Pokémon,2,Bug,Fire,1.6,46,2,Flame Body,,Swarm,550,85,60,65,135,105,100,Slow,1,Bug,
737,638,Cobalion,5,Sub Legendary,1,Iron Will Pokémon,2,Steel,Fighting,2.1,250,1,Justified,,,580,91,90,129,90,72,108,Slow,1,Undiscovered,
738,639,Terrakion,5,Sub Legendary,1,Cavern Pokémon,2,Rock,Fighting,1.9,260,1,Justified,,,580,91,129,90,72,90,108,Slow,1,Undiscovered,
739,640,Virizion,5,Sub Legendary,1,Grassland Pokémon,2,Grass,Fighting,2,200,1,Justified,,,580,91,90,72,90,129,108,Slow,1,Undiscovered,
740,641,Tornadus Incarnate Forme,5,Sub Legendary,1,Cyclone Pokémon,1,Flying,,1.5,63,2,Prankster,,Defiant,580,79,115,70,125,80,111,Slow,1,Undiscovered,
741,641,Tornadus Therian Forme,5,Sub Legendary,1,Cyclone Pokémon,1,Flying,,1.4,63,1,Regenerator,,,580,79,100,80,110,90,121,Slow,1,Undiscovered,
742,642,Thundurus Incarnate Forme,5,Sub Legendary,1,Bolt Strike Pokémon,2,Electric,Flying,1.5,61,2,Prankster,,Defiant,580,79,115,70,125,80,111,Slow,1,Undiscovered,
743,642,Thundurus Therian Forme,5,Sub Legendary,1,Bolt Strike Pokémon,2,Electric,Flying,3,61,1,Volt Absorb,,,580,79,105,70,145,80,101,Slow,1,Undiscovered,
744,643,Reshiram,5,Legendary,1,Vast White Pokémon,2,Dragon,Fire,3.2,330,1,Turboblaze,,,680,100,120,100,150,120,90,Slow,1,Undiscovered,
745,644,Zekrom,5,Legendary,1,Deep Black Pokémon,2,Dragon,Electric,2.9,345,1,Teravolt,,,680,100,150,120,120,100,90,Slow,1,Undiscovered,
746,645,Landorus Incarnate Forme,5,Sub Legendary,1,Abundance Pokémon,2,Ground,Flying,1.5,68,2,Sand Force,,Sheer Force,600,89,125,90,115,80,101,Slow,1,Undiscovered,
747,645,Landorus Therian Forme,5,Sub Legendary,1,Abundance Pokémon,2,Ground,Flying,1.3,68,1,Intimidate,,,600,89,145,90,105,80,91,Slow,1,Undiscovered,
748,646,Kyurem,5,Legendary,1,Boundary Pokémon,2,Dragon,Ice,3,325,1,Pressure,,,660,125,130,90,130,90,95,Slow,1,Undiscovered,
749,646,Black Kyurem,5,Legendary,1,Boundary Pokémon,2,Dragon,Ice,3.3,325,1,Teravolt,,,700,125,170,100,120,90,95,Slow,1,Undiscovered,
750,646,White Kyurem,5,Legendary,1,Boundary Pokémon,2,Dragon,Ice,3.6,325,1,Turboblaze,,,700,125,120,90,170,100,95,Slow,1,Undiscovered,
751,647,Keldeo Ordinary Forme,5,Mythical,1,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,129,90,108,Slow,1,Undiscovered,
752,647,Keldeo Resolute Forme,5,Mythical,1,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,580,91,72,90,129,90,108,Slow,1,Undiscovered,
753,648,Meloetta Aria Forme,5,Mythical,1,Melody Pokémon,2,Normal,Psychic,0.6,6.5,1,Serene Grace,,,600,100,77,77,128,128,90,Slow,1,Undiscovered,
754,648,Meloetta Pirouette Forme,5,Mythical,1,Melody Pokémon,2,Normal,Fighting,0.6,6.5,1,Serene Grace,,,600,100,128,90,77,77,128,Slow,1,Undiscovered,
755,649,Genesect,5,Mythical,1,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,1,Download,,,600,71,120,95,120,95,99,Slow,1,Undiscovered,
756,650,Chespin,6,Normal,0,Spiny Nut Pokémon,1,Grass,,0.4,9,2,Overgrow,,Bulletproof,313,56,61,65,48,45,38,Medium Slow,1,Field,
757,651,Quilladin,6,Normal,0,Spiny Armor Pokémon,1,Grass,,0.7,29,2,Overgrow,,Bulletproof,405,61,78,95,56,58,57,Medium Slow,1,Field,
758,652,Chesnaught,6,Normal,1,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90,2,Overgrow,,Bulletproof,530,88,107,122,74,75,64,Medium Slow,1,Field,
759,653,Fennekin,6,Normal,0,Fox Pokémon,1,Fire,,0.4,9.4,2,Blaze,,Magician,307,40,45,40,62,60,60,Medium Slow,1,Field,
760,654,Braixen,6,Normal,0,Fox Pokémon,1,Fire,,1,14.5,2,Blaze,,Magician,409,59,59,58,90,70,73,Medium Slow,1,Field,
761,655,Delphox,6,Normal,1,Fox Pokémon,2,Fire,Psychic,1.5,39,2,Blaze,,Magician,534,75,69,72,114,100,104,Medium Slow,1,Field,
762,656,Froakie,6,Normal,0,Bubble Frog Pokémon,1,Water,,0.3,7,2,Torrent,,Protean,314,41,56,40,62,44,71,Medium Slow,1,Water 1,
763,657,Frogadier,6,Normal,0,Bubble Frog Pokémon,1,Water,,0.6,10.9,2,Torrent,,Protean,405,54,63,52,83,56,97,Medium Slow,1,Water 1,
764,658,Greninja,6,Normal,1,Ninja Pokémon,2,Water,Dark,1.5,40,2,Torrent,,Protean,530,72,95,67,103,71,122,Medium Slow,1,Water 1,
765,658,Ash-Greninja,6,Normal,1,Ninja Pokémon,2,Water,Dark,1.5,40,1,Battle Bond,,,640,72,145,67,153,71,132,Medium Slow,1,Undiscovered,
766,659,Bunnelby,6,Normal,0,Digging Pokémon,1,Normal,,0.4,5,3,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57,Medium Fast,1,Field,
